id,project_reference,academic_year,mobility_start_month,mobility_end_month,mobility_duration,activity_mob,participant_nationality,participant_gender,participant_profile,special_needs,fewer_opportunities,group_leader,participant_age,sending_country_code,sending_city,sending_organization,receiving_country_code,receiving_city,receiving_organization
1474,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Hamburg,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1475,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Ingolstadt,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1476,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Koblenz,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1477,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Schwerin,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1478,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Female,Learner,No,No,No,17,DE,Halle,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1479,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Female,Learner,No,No,No,17,DE,Koblenz,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1480,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Female,Learner,No,No,No,17,DE,Leipzig,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1481,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Berlin,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1482,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Bonn,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1483,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Erfurt,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1484,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Kiel,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1485,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Potsdam,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1486,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Wadern,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1487,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Wiesbaden,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1488,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Male,Learner,No,No,No,17,DE,Bremen,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1489,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Male,Learner,No,No,No,17,DE,Hamburg,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1490,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Male,Learner,No,No,No,17,DE,Hannover,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1491,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Male,Learner,No,No,No,17,DE,Stuttgart,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1492,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Male,Learner,No,No,No,50,DE,Berlin,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1493,2014-1-DE04-KA347-000858,2015-2016,2015-01,2015-01,3,National youth meetings,DE,Male,Learner,No,Yes,No,17,DE,Wiesbaden,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1494,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,14,DE,Berlin,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1495,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,15,DE,Berlin,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1496,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,15,DE,Bonn,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1497,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,15,DE,Bremen,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1498,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,15,DE,Halle,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1499,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,15,DE,Hamburg,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1500,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,15,DE,Hannover,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1501,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,15,DE,Ingolstadt,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1502,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,15,DE,Kiel,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1503,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,15,DE,Koblenz,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1504,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,15,DE,Leipzig,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1505,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,15,DE,Potsdam,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1506,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,15,DE,Stuttgart,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1507,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,15,DE,Wadern,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1508,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,15,DE,Wiesbaden,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1509,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Berlin,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1510,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Bonn,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1511,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Erfurt,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1512,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Halle,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1513,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Hamburg,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1514,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Hannover,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1515,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Ingolstadt,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1516,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Kiel,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1517,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Koblenz,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1518,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Leipzig,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1519,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Potsdam,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1520,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Schwerin,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1521,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Stuttgart,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1522,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Wadern,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1523,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Wiesbaden,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1524,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,17,DE,Bremen,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1525,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,17,DE,Halle,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1526,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,17,DE,Koblenz,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1527,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,17,DE,Leipzig,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1528,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,17,DE,Wiesbaden,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1529,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,18,DE,Bremen,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1530,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,37,DE,Hamburg,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1531,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,46,DE,Wiesbaden,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1532,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,47,DE,Schwerin,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1533,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,49,DE,Halle,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1534,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,59,DE,Berlin,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1535,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,No,No,59,DE,Bremen,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1536,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,Yes,No,15,DE,Bonn,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1537,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,Yes,No,16,DE,Berlin,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1538,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,Yes,No,16,DE,Berlin,Modell Europa Parlament Deutschland e.V.,DE,Bremen,Modell Europa Parlament Deutschland e.V.
1539,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,Yes,No,16,DE,Bonn,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1540,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Female,Learner,No,Yes,No,16,DE,Bremen,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1541,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,15,DE,Berlin,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1542,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,15,DE,Berlin,Modell Europa Parlament Deutschland e.V.,DE,Stuttgart,Modell Europa Parlament Deutschland e.V.
1543,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,15,DE,Bonn,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1544,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,15,DE,Erfurt,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1545,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,15,DE,Hamburg,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1546,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,15,DE,Hannover,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1547,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,15,DE,Kiel,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1548,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,15,DE,Koblenz,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1549,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,15,DE,Leipzig,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1550,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,15,DE,Potsdam,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1551,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,15,DE,Schwerin,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1552,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,15,DE,Stuttgart,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1553,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,15,DE,Wadern,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1554,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,15,DE,Wiesbaden,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1555,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Berlin,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1556,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Berlin,Modell Europa Parlament Deutschland e.V.,DE,Stuttgart,Modell Europa Parlament Deutschland e.V.
1557,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Bonn,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1558,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Bremen,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1559,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Erfurt,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1560,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Halle,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1561,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Hamburg,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1562,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Hannover,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1563,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Kiel,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1564,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Koblenz,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1565,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Potsdam,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1566,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Schwerin,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1567,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Stuttgart,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1568,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,16,DE,Wiesbaden,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1569,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,17,DE,Bremen,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1570,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,17,DE,Hamburg,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1571,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,17,DE,Hannover,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1572,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,17,DE,Potdam,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1573,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,17,DE,Stuttgart,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1574,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,17,DE,Wadern,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1575,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,17,DE,Wiesbaden,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1576,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,18,DE,Bremen,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1577,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,31,DE,Stuttgart,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1578,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,33,DE,Erfurt,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1579,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,43,DE,Hannover,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1580,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,44,DE,Bonn,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1581,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,46,DE,Koblenz,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1582,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,50,DE,Berlin,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1583,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,50,DE,Potsdam,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1584,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,51,DE,Ingolstadt,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1585,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,52,DE,Kiel,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1586,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,No,No,52,DE,Wadern,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1587,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,Yes,No,15,DE,Hannover,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1588,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,Yes,No,16,DE,Hamburg,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
1589,2014-1-DE04-KA347-000858,2015-2016,2015-02,2015-02,6,National youth meetings,DE,Male,Learner,No,Yes,No,16,DE,Hannover,Modell Europa Parlament Deutschland e.V.,DE,Berlin,Modell Europa Parlament Deutschland e.V.
